Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,Style#,AVAILABLE_SIZES,SUGGESTED_PRICE,Category,Size,Weight,PieceCost,Size value,MSRP,front,back,FRONT FLAT,BACK FLAT,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style,Sorting helper,tag2
YNEA600,40.78,https://cdnm.sanmar.com/imglib/mresjpg/2022/f3/YNEA600_black_model_front.jpg,"Designed for warm-ups and batting practice-or for fun at the batting cages-this water-repellent jacket has short sleeves for ease of movement. <ul><li> 94/6 poly/spandex with durable water-repellent (DWR) finish</li><li> Heat transfer label for tag-free comfort</li><li> Rib knit neck</li><li> Embossed New Era neck taping</li><li> Locker loop</li><li> Raglan sleeves embossed with subtle Diamond Era pattern</li><li> Vislon zipper with easy-grip, textured New Era zipper pull</li><li> Silicone New Era flag logo on left sleeve</li><li> Drop tail hem</li></ul>",New Era,0,"Youth,Outerwear",Black,0.37,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f3/YNEA600_black_model_front.jpg,YNEA600,Youth Sizes: XS-XL,40.78,0,XS,0,24.39,1,40.78,https://cdnm.sanmar.com/imglib/mresjpg/2022/f3/YNEA600_black_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f3/YNEA600_black_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA600_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA600_black_flat_back.jpg ,YNEA600_productmeasurement.pdf,https://www.sanmar.com/p/8558/decorationSpecSheet,1.91E+11,New Era ® Youth Cage Short Sleeve 1/4-Zip Jacket. YNEA600,0,YNEA600,YNEA600Black1,
YNEA200,16.58,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA200_graphite_model_front_102017.jpg,"With sport-inspired good looks, this tee beats moisture with unrivaled softness. <ul><li> 4-ounce, 100% polyester jersey with moisture-wicking and odor-fighting performance</li><li> Heat transfer label for tag-free comfort</li><li> Embossed New Era neck taping</li><li> Modified raglan sleeves</li><li> New Era flag logo heat transfer on left sleeve</li><li> Underarm gussets</li></ul>",New Era,0,"Youth,Activewear,T-Shirts",Graphite,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA200_graphite_model_front_102017.jpg,YNEA200,Youth Sizes: XS-XL,16.58,0,XS,0,10.29,1,16.58,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA200_graphite_model_front_102017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA200_graphite_model_back_102017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA200_graphite_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA200_graphite_flat_back.jpg ,YNEA200_productmeasurement.pdf,https://www.sanmar.com/p/8580/decorationSpecSheet,1.91E+11,New Era ® Youth Series Performance Crew Tee. YNEA200,0,YNEA200,YNEA200Graphite1,
YNEA220,28.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA220_black_model_front_102017.jpg,"Created from the same Diamond Era textured fabric as our iconic baseball caps, this moisture-wicking, snag-resistant jersey is designed for on-field performance, but is also perfect for fans. <ul><li> 5.3-ounce, 100% polyester Diamond Era jacquard</li><li> Heat transfer label for tag-free comfort</li><li> Raglan sleeves</li><li> Underarm gussets</li><li> Engraved New Era dyed-to-match buttons</li><li> Buttons placed for ease of embellishment</li><li> Embroidered New Era flag logo on left sleeve</li><li> Shirt tail hem</li><li> Woven New Era jock tag at hem</li></ul>",New Era,0,"Youth,Activewear,Full Zip Hoodie",Black,0.33,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA220_black_model_front_102017.jpg,YNEA220,Youth Sizes: XS-XL,28.98,0,XS,0,18.49,1,28.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA220_royal_model_front_102017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f20/YNEA220_royal_model_back_102017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA220_royal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA220_royal_flat_back.jpg ,YNEA220_productmeasurement.pdf,https://www.sanmar.com/p/8584/decorationSpecSheet,1.91E+11,New Era ® Youth Diamond Era Full-Button Jersey. YNEA220,0,YNEA220,YNEA220Black1,
YNEA221,26.98,https://cdnm.sanmar.com/imglib/mresjpg/2022/f3/YNEA221_black_model_front.jpg,"An exceptional training or on-field piece, this moisture wicking, snag-resistant jersey combines Diamond Era fabric with a smooth interlock body.  <ul><li> 5.9-ounce, polyester interlock double knit body</li><li> 5.3-ounce, 100% polyester Diamond Era jacquard at neck, back yoke and side panels</li><li> Heat transfer label for tag-free comfort</li><li> Raglan sleeves</li><li> Engraved New Era dyed-to-match buttons</li><li> Embroidered New Era flag logo on left sleeve</li><li> Shirttail hem</li></ul>",New Era,0,"Youth,Activewear",Black,0.29,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f3/YNEA221_black_model_front.jpg,YNEA221,Youth Sizes: XS-XL,26.98,0,XS,0,17.49,1,26.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f2/YNEA221_truenavyscarlet_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f2/YNEA221_truenavyscarlet_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA221_truenavyscarlet_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2017/f21/YNEA221_truenavyscarlet_flat_back.jpg ,YNEA221_productmeasurement.pdf,https://www.sanmar.com/p/8586/decorationSpecSheet,1.91E+11,New Era ® Youth Diamond Era 2-Button Jersey. YNEA221,0,YNEA221,YNEA221Black1,
DT130Y,7.58,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/DT130Y_greyfrost_model_front.jpg,"This triblend tee is perfectly soft and comfortable.<ul><li> 4.5-ounce, 50/25/25 poly/combed ring spun cotton/rayon, 32 singles</li><li>1X1 rib knit neck</li><li>Shoulder to shoulder taping</li><li> Tear-away tag</li></ul><p><i>Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations. Due to the heat sensitivity of tri-blend fabrics, special care must be taken throughout the printing process. Consult your decorator or ink supplier for best printing practices.</i></p>",District,0,"Youth,T-Shirts",Grey Frost,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/DT130Y_greyfrost_model_front.jpg,DT130Y,Youth Sizes: XS-XL,7.58,0,XS,0,4.79,1,7.58,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/DT130Y_greenfrost_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f5/DT130Y_greenfrost_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f17/DT130Y_greenfrost_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f17/DT130Y_greenfrost_flat_back.jpg ,DT130Y_productmeasurement.pdf,https://www.sanmar.com/p/8681/decorationSpecSheet,1.91E+11,District ® Youth Perfect Tri ®Tee. DT130Y,0,DT130Y,DT130YGrey Frost1,
PC590YH,24.3,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_charcoal_model_front.jpg,"Stay active in performance sweatshirts powered by Dry ZoneÂ® moisture-wicking technology. <ul><li> 5.9-ounce, 100% polyester</li><li> Removable tag for comfort and relabeling</li><li> Taped neck</li><li> 3-panel hood</li><li> No drawcords at hood</li><li> Locker patch</li><li> Front pouch pocket</li><li> Self-fabric cuffs and hem </li></UL><p></p>",Port & Company,0,"Youth,Sweatshirts",Charcoal,0.57,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_charcoal_model_front.jpg,PC590YH,Youth Sizes: XS-XL,24.3,0,XS,0,14.15,1,24.3,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_jetblack_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/PC590YH_jetblack_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f23/PC590YH_jetblack_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f1/PC590YH_jetblack_flat_back.jpg ,PC590YH_productmeasurement.pdf,https://www.sanmar.com/p/8716/decorationSpecSheet,1.91E+11,Port & Company®Youth Performance Fleece Pullover Hooded Sweatshirt. PC590YH,0,PC590YH,PC590YHCharcoal1,
YST355P,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_black_model_front_122017.jpg,"Our lightweight, unlined short with pockets wicks moisture and locks in colors. <ul><li> 3.8-ounce, 100% polyester interlock with PosiCharge technology</li><li> Removable tag for comfort and relabeling</li><li> Elastic waistband</li><li> No drawcord</li><li> Side pockets</li></ul>",Sport-Tek,0,Shorts,Black,0.24,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_black_model_front_122017.jpg,YST355P,Youth Sizes: XS-XL,11.98,0,XS,0,7.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_truenavy_model_front_122017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_truenavy_model_front_122017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f22/YST355P_truenavy_model_front_122017.jpg, ,YST355P_productmeasurement.pdf,https://www.sanmar.com/p/8767/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth PosiCharge ® Competitor  Pocketed Short. YST355P,0,YST355P,YST355PBlack1,
PC450TD,5.14,https://cdnm.sanmar.com/imglib/mresjpg/2018/f1/PC450TD_white_model_front_122017.jpg,"You'll be the biggest fan around of this 100% ring spun cotton tee. <ul><li> 4.5-ounce, 100% ring spun cotton</li><li> 90/10 cotton/poly (Athletic Heather)</li><li> 50/50 cotton/poly (Dark Heather Grey)</li><li> Satin label</li></ul>",Port & Company,0,"Toddler,T-Shirts",White,0.14,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f1/PC450TD_white_model_front_122017.jpg,PC450TD,Toddler Sizes: 2T  3T  4T,5.14,0,2T,0,3.57,2,5.14,https://cdnm.sanmar.com/imglib/mresjpg/2018/f1/PC450TD_hthrnavy_model_front_122017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f1/PC450TD_hthrnavy_model_back_122017.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2017/f23/PC450TD_hthrnavy_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f1/PC450TD_hthrnavy_flat_back.jpg ,PC450TD_productmeasurement.pdf,https://www.sanmar.com/p/8891/decorationSpecSheet,1.91E+11,Port & Company ® Toddler Fan Favorite Tee. PC450TD,0,PC450TD,PC450TDWhite2,
YST358,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_black_model_front.jpg,"This lightweight hooded pullover locks in color and wicks moisture. It's versatile enough for year-round wear. <ul><li> 3.8-ounce, 100% polyester interlock with PosiCharge technology</li><li> Removable tag for comfort and relabeling</li><li> Three-panel hood</li><li> Set-in sleeves</li><li> Open cuffs and hem</li></ul><p><i> Due to the nature of 100% polyesterperformance fabrics, special care must be taken throughout the printing process.</i></p>",Sport-Tek,0,"Youth,T-Shirts",Black,0.26,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_black_model_front.jpg,YST358,Youth Sizes: XS-XL,14.98,0,XS,0,9.49,1,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_irongrey_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f11/YST358_irongrey_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f7/YST358_irongrey_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f7/YST358_irongrey_form_back.jpg ,YST358_productmeasurement.pdf,https://www.sanmar.com/p/9065/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth PosiCharge ® Competitor  Hooded Pullover. YST358,0,YST358,YST358Black1,
DT6001YG,5.18,https://cdnm.sanmar.com/imglib/mresjpg/2018/f6/DT6001YG_white_model_front_062018.jpg,"A comfortable tee that delivers style.<ul><li> 4.3-ounce, 100% combed ring spun cotton, 34 singles </li><li> 60/40 combed ring spun cotton/poly (Heathers, Frosts)</li><li> 1x1 rib knit neck</li><li> Tear-away label</li><li> Shoulder to shoulder taping </li></ul>Please note: All heather colors (except for Light Heather Grey) in this product are transitioning from a 50/50 cotton/poly blend to a 60/40 cotton/poly blend. Your order may contain a combination of both contents.",District,0,"Youth,T-Shirts",White,0.14,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f6/DT6001YG_white_model_front_062018.jpg,DT6001YG,Girls Sizes: XS-L,5.18,0,XS,0,3.59,1,5.18,https://cdnm.sanmar.com/imglib/mresjpg/2018/f6/DT6001YG_black_model_front_062018.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f6/DT6001YG_black_model_back_062018.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f7/DT6001YG_black_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f8/DT6001YG_black_flat_back.jpg ,DT6001YG_productmeasurement.pdf,https://www.sanmar.com/p/9197/decorationSpecSheet,1.91E+11,District ® Girls Very Important Tee ® .DT6001YG,0,DT6001YG,DT6001YGWhite1,
BC3001Y,8.53,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_asphalt_model_front.jpg,"<ul><li> Classic fit</li><li> Tear-away label</li><li> Side seamed</li><li> Solid Colors: 4.2-ounce, 100% Airlume combed and ring spun cotton, 32 singles</li></ul>",Bella + Canvas,0,"Youth,T-Shirts",Asphalt,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_asphalt_model_front.jpg,BC3001Y,Youth Sizes: S-XL,8.53,0,S,0,5.26,2,8.52,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_red_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3001Y_red_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f3/BC3001Y_red_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f4/BC3001Y_red_flat_back.jpg ,BC3001Y_productmeasurement.pdf,https://www.sanmar.com/p/9262/decorationSpecSheet,8.85E+11,BELLA+CANVAS ® Youth Jersey Short Sleeve Tee. BC3001Y,0,BC3001Y,BC3001YAsphalt2,
BC3413Y,9.5,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_bluetriblend_model_front.jpg,"<ul><li> Retail fit</li><li> Tear-away label</li><li> Side seamed</li><li> 3.8-ounce, 50/25/25 poly/Airlume combed and ring spun cotton/rayon, 40 singles</li></ul>",Bella + Canvas,0,"Youth,T-Shirts",Blue Triblend,0.35,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_bluetriblend_model_front.jpg,BC3413Y,Youth Sizes: S-XL,9.5,0,S,0,5.75,2,9.5,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_trueroyaltriblend_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f1/BC3413Y_trueroyaltriblend_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f3/BC3413Y_trueroyaltriblend_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f4/BC3413Y_trueroyaltriblend_flat_back.jpg ,BC3413Y_productmeasurement.pdf,https://www.sanmar.com/p/9268/decorationSpecSheet,8.85E+11,BELLA+CANVAS ® Youth Triblend Short Sleeve Tee. BC3413Y,0,BC3413Y,BC3413YBlue Triblend2,
YST400,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_model_front_012019.jpg,"This ultracomfortable tee combines moisture-wicking performance, unbeatable tri-blend softness and PosiCharge technology to lock in color. <ul><li> 4.4-ounce, 75/13/12 poly/cotton/rayon jersey with PosiCharge technology</li><li> 4.6-ounce, 75/13/12 poly/cotton/rayon jersey with PosiCharge technology (Black Triad Solid)</li><li> 4.7-ounce, 75/13/12 poly/cotton/rayon jersey with PosiCharge technology (White)</li><li> Tear-away removable label</li><li> Contrast neck taping (except White, which is dyed-to-match)</li><li> Raglan sleeves</li></ul>",Sport-Tek,0,"Youth,Activewear,T-Shirts",Black Triad Solid,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_blacktriad_model_front_012019.jpg,YST400,Youth Sizes: XS-XL,11.98,0,XS,0,6.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_truenavyheather_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_truenavyheather_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_truenavyheather_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST400_truenavyheather_form_back.jpg ,YST400_productmeasurement.pdf,https://www.sanmar.com/p/9505/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth PosiCharge ® Tri-Blend Wicking Raglan Tee. YST400,0,YST400,YST400Black Triad Solid1,
YST397,20.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_model_front_012019.jpg,"This lightweight pullover locks in color, wicks moisture, resists snags and has an amped up colorblock look. <ul><li> 4.1-ounce, 100% polyester jersey with PosiCharge technology (Electric Heather)</li><li> 4.7-ounce, 100% polyester jersey with PosiCharge technology (solid)</li><li> Tear-away removable label</li><li> Cadet collar</li><li> Reverse coil zipper</li><li> Colorblock on shoulders and sleeves</li><li> Set-in sleeves</li><li> Open cuffs and hem</li></ul>",Sport-Tek,0,"Youth,Activewear,Sweatshirts",Black Electric/ Black,0.31,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_blackelectricblack_model_front_012019.jpg,YST397,Youth Sizes: XS-XL,20.98,0,XS,0,12.49,1,20.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_trunavyelectrunavy_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_trunavyelectrunavy_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_truenavyelectrictruenavy_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST397_truenavyelectrictruenavy_form_back.jpg ,YST397_productmeasurement.pdf,https://www.sanmar.com/p/9519/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth PosiCharge ® Electric Heather Colorblock 1/4-Zip Pullover. YST397,0,YST397,YST397Black Electric/ Black1,
YST357,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_front_012019.jpg,"This lightweight pullover locks in color and wicks moisture. It's versatile enough for year-round wear. <ul><li> 3.8-ounce, 100% polyester interlock with PosiCharge technology</li><li> Tear-away removable label</li><li> Cadet collar</li><li> Reverse coil zipper</li><li> Set-in sleeves</li><li> Open cuffs and hem</li></ul>",Sport-Tek,0,"Youth,Activewear,Sweatshirts",Black,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_front_012019.jpg,YST357,Youth Sizes: XS-XL,14.98,0,XS,0,9.49,1,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_front_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_model_back_012019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/YST357_black_form_back.jpg ,YST357_productmeasurement.pdf,https://www.sanmar.com/p/9520/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth PosiCharge ® Competitor  1/4-Zip Pullover. YST357,0,YST357,YST357Black1,
PC455Y,6.58,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_blackheather_flat_front.jpg,"No matter what you are a fan of, this ultra-soft ring spun cotton/poly blend tee will match your enthusiasm.<ul><li> 4.5-ounce, 60/40 ring spun cotton/poly</li><li>CVC blend</li><li> Removable label for comfort and relabeling</li><li> 1x1 rib knit neck</li><li> Shoulder to shoulder taping</li><li>Due to the polyester blend in this fabric results may vary depending on equipment and pre-treat used. Please consult with your supplier for recommendations. Testing pre-production is always recommended. White is not recommended for DTG printing. </li></ul>",Port & Company,0,"Youth,T-Shirts",Black Heather,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_blackheather_flat_front.jpg,PC455Y,Youth Sizes: XS-XL,6.58,0,XS,0,4.29,1,6.58,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_white_flat_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_white_flat_back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_white_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f16/PC455Y_white_flat_back.jpg ,PC455Y_productmeasurement.pdf,https://www.sanmar.com/p/9527/decorationSpecSheet,1.91E+11,Port & Company ® Youth Fan Favorite  Blend Tee. PC455Y,0,PC455Y,PC455YBlack Heather1,
YST420,8.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_model_front_032019.jpg,"These high-performance, breathable tees have a soft, matte hand and deliver exceptional UV protection, PosiCharge color-locking technology and moisture wicking.<ul><li>4-ounce, 100% polyester interlock with PosiCharge technology</li><li> UPF rating of 50</li><li> Removable tag for comfort and relabeling</li><li> Set-in sleeves</li></ul>",Sport-Tek,0,"Youth,Activewear,T-Shirts",Black,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_black_model_front_032019.jpg,YST420,Youth Sizes: XS-XL,8.98,0,XS,0,5.49,1,8.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_marinegreen_model_front_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_marinegreen_model_back_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_marinegreen_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420_marinegreen_form_back.jpg ,YST420_productmeasurement.pdf,https://www.sanmar.com/p/9647/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Posi-UV® Pro Tee. YST420,0,YST420,YST420Black1,
YST420LS,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_model_front_032019.jpg,"These high-performance, breathable tees have a soft, matte hand and deliver exceptional UV protection, PosiCharge color-locking technology and moisture wicking.<ul><li>4-ounce, 100% polyester interlock with PosiCharge technology</li><li> UPF rating of 50</li><li> Removable tag for comfort and relabeling</li><li> Set-in sleeves</li></ul>",Sport-Tek,0,"Youth,Activewear,T-Shirts,Long Sleeve",Black,0.21,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_black_model_front_032019.jpg,YST420LS,Youth Sizes: XS-XL,10.98,0,XS,0,7.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_truered_model_front_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_truered_model_back_032019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_truered_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f7/YST420LS_truered_form_back.jpg ,YST420LS_productmeasurement.pdf,https://www.sanmar.com/p/9649/decorationSpecSheet,1.91E+11,Sport-Tek ® Youth Posi-UV® Pro Long Sleeve Tee. YST420LS,0,YST420LS,YST420LSBlack1,
9018,11.1,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_model_front_012019.jpg,"<ul><li> 6.1-ounce, 100% US ring spun cotton</li><li> Soft-washed, garment-dyed fabric</li><li> Top-stitched, classic width rib collar</li><li> Twill-taped neck and shoulders</li><li> Twill label</li><li> Classic fit, seamless body</li><li>Double-needle collar and bottom hems</li></ul>",Comfort Colors,0,"Youth,T-Shirts",Lagoon,0.2,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_lagoon_model_front_012019.jpg,9018,Youth Sizes XS-XL,11.1,0,XS,0,7.55,1,11.1,https://cdnm.sanmar.com/imglib/mresjpg/2023/f1/9018_bluejean_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f1/9018_bluejean_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_bluejean_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2018/f13/9018_bluejean_flat_back.jpg ,9018_productmeasurement.pdf,https://www.sanmar.com/p/1323/decorationSpecSheet,8.84E+11,COMFORT COLORS ® Youth Heavyweight Ring Spun Tee. 9018,0,9018,9018Lagoon1,
PC380YLS,8.2,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_model_front_082019.jpg,"Rated UPF50 to help combat harmful UV rays, this tee also performs with Dry Zone Â® moisture-wicking technology to keep you cool, dry and comfortable.  <ul><li> 3.8-ounce, 100% polyester</li><li> Removable tag for comfort and relabeling</li><li> Hemmed cuffs</li></ul><p>Please note: This product is transitioning from tag-free labels to tear-away labels. Your order may contain a combination of both.</p>",Port & Company,0,"Youth,T-Shirts,Long Sleeve",White,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_white_model_front_082019.jpg,PC380YLS,Youth Sizes: XS-XL,8.2,0,XS,0,5.1,1,8.2,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_jetblack_model_front_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_jetblack_model_back_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_jetblack_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/PC380YLS_jetblack_flat_back.jpg ,PC380YLS_productmeasurement.pdf,https://www.sanmar.com/p/9698/decorationSpecSheet,1.91E+11,Port & Company ® Youth Long Sleeve Performance Tee PC380YLS,0,PC380YLS,PC380YLSWhite1,
DT139Y,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_model_front_082019.jpg,"A lightweight tri-blend essential that's perfect all year round.<ul><li>4.5-ounce, 50/25/25 poly/combed ring spun cotton/rayon, 32 singles</li><li> Tear-away label</li><li> Shoulder to shoulder taping</li></ul>",District,0,"Youth,Sweatshirts,T-Shirts,Long Sleeve",Navy Frost,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_navyfrost_model_front_082019.jpg,DT139Y,Youth Sizes: XS-XL,10.98,0,XS,0,6.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_deeproyal_model_front_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_deeproyal_model_back_082019.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_deeproyal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2019/f9/DT139Y_deeproyal_flat_back.jpg ,DT139Y_productmeasurement.pdf,https://www.sanmar.com/p/9701/decorationSpecSheet,1.91E+11,District ® Youth Perfect Tri ® Long Sleeve Hoodie DT139Y,0,DT139Y,DT139YNavy Frost1,
